City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
277,Kuching,MY,1.55,110.3333,84.42,89,20,5.01,few clouds
278,Cowra,AU,-33.8333,148.6833,49.77,78,79,19.91,broken clouds
279,Fairlie,GB,55.756,-4.8556,48.11,90,100,5.66,overcast clouds
280,Moree,AU,-29.4667,149.85,59.61,54,35,16.42,scattered clouds
281,Ullapool,GB,57.8987,-5.1604,46.35,91,93,2.46,overcast clouds
282,New Norfolk,AU,-42.7826,147.0587,47.91,83,100,3.18,light rain
283,Esmeraldas,BR,-19.7625,-44.3139,67.24,63,3,2.68,clear sky
284,Clarence Town,AU,-32.5833,151.7833,63.61,57,2,17.87,clear sky
285,Englewood,US,39.6478,-104.9878,62.1,23,100,5.99,overcast clouds
286,Hermiston,US,45.8404,-119.2895,61.45,59,100,3.44,overcast clouds
287,Atar,MR,20.5169,-13.0499,87.67,17,57,6.82,broken clouds
288,Ust-Nera,RU,64.5667,143.2,52.84,68,100,2.75,overcast clouds
289,Hunucma,MX,21.0167,-89.8667,82.49,83,94,9.24,overcast clouds
290,Gamba,GA,-2.65,10.0,72.73,94,94,4.79,overcast clouds
291,Uyemskiy,RU,64.4743,40.8524,50.05,81,20,4.47,few clouds
292,Sinnamary,GF,5.3833,-52.95,77.97,87,100,9.86,overcast clouds
293,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,82,40,17.47,scattered clouds
294,Ybycui,PY,-26.0167,-57.05,47.57,75,88,7.81,overcast clouds
295,Shache,CN,38.4167,77.2406,71.71,23,74,12.53,broken clouds
296,Lorengau,PG,-2.0226,147.2712,81.84,77,100,7.45,overcast clouds
297,Xam Nua,LA,20.4197,104.0439,71.96,95,100,1.21,light rain
298,Concordia,AR,-31.393,-58.0209,36.79,98,76,4.23,broken clouds
299,Worland,US,44.0169,-107.9554,48.88,82,100,17.27,overcast clouds
300,Port Hedland,AU,-20.3167,118.5667,60.85,82,100,18.41,overcast clouds
301,Hooglede,BE,50.9901,3.086,49.98,83,100,3.0,overcast clouds
302,Asosa,ET,10.0667,34.5333,63.0,77,66,3.89,broken clouds
303,Gizo,SB,-8.103,156.8419,83.68,69,31,4.47,scattered clouds
304,Margate,GB,51.3813,1.3862,49.69,80,100,1.01,overcast clouds
305,Champasak,LA,14.75,106.0,81.48,72,81,3.09,broken clouds
306,Longyearbyen,SJ,78.2186,15.6401,40.84,87,40,10.36,scattered clouds
307,Barcelona,ES,41.3888,2.159,67.64,55,0,5.75,clear sky
308,West Wendover,US,40.7391,-114.0733,56.41,33,100,6.91,overcast clouds
309,Port Augusta,AU,-32.5,137.7667,60.22,44,12,23.94,few clouds
310,Rybnoye,RU,54.7256,39.5119,54.39,84,100,7.7,light rain
311,Shimoda,JP,34.6667,138.95,64.76,90,100,10.94,light rain
312,Tual,ID,-5.6667,132.75,82.9,73,98,7.36,light rain
313,Linjiang,CN,41.8069,126.9078,65.66,37,70,7.63,broken clouds
314,Manoel Urbano,BR,-8.8389,-69.2597,77.45,77,97,1.03,overcast clouds
315,Bitung,ID,1.4451,125.1824,90.45,68,61,5.03,broken clouds
316,Iwaki,JP,37.05,140.8833,61.41,94,100,2.91,overcast clouds
317,La Ronge,CA,55.1001,-105.2842,57.45,47,75,14.97,broken clouds
318,Vacha,RU,55.8008,42.7706,50.68,80,96,4.07,overcast clouds
319,Ilhabela,BR,-23.7781,-45.3581,71.31,95,100,6.76,moderate rain
320,De-Kastri,RU,51.4667,140.7833,52.36,69,100,12.24,overcast clouds
321,Along,IN,28.1667,94.7667,80.78,78,12,0.67,few clouds
322,Namatanai,PG,-3.6667,152.4333,83.8,68,100,10.18,light rain
323,Evensk,RU,61.95,159.2333,47.17,64,99,8.03,overcast clouds
324,Balabac,PH,7.9868,117.0645,85.64,68,83,7.38,broken clouds
325,Yeniseysk,RU,58.4497,92.1703,55.94,57,29,10.92,scattered clouds
326,Menongue,AO,-14.6585,17.691,51.28,58,0,4.7,clear sky
327,Xining,CN,36.6167,101.7667,62.64,38,79,1.88,broken clouds
328,Antalya,TR,36.7741,30.7178,69.1,57,0,5.75,clear sky
329,Pisco,PE,-13.7,-76.2167,62.65,77,0,3.44,clear sky
330,Bartlesville,US,36.7473,-95.9808,82.35,72,0,17.27,clear sky
331,Dakoro,NE,14.5106,6.765,85.64,12,0,10.33,clear sky
332,Aksarka,RU,66.5606,67.7975,44.91,49,15,10.36,few clouds
333,Mayo,US,38.8876,-76.5119,81.01,77,0,10.36,clear sky
334,Valparaiso,CL,-33.0393,-71.6273,50.47,60,0,2.3,clear sky
335,Timra,SE,62.487,17.3257,47.88,100,100,4.61,overcast clouds
336,Quelimane,MZ,-17.8786,36.8883,67.95,73,0,3.44,clear sky
337,Talcher,IN,20.95,85.2167,93.54,36,92,4.05,overcast clouds
338,Aykhal,RU,66.0,111.5,47.73,51,100,6.82,light rain
339,Chuy,UY,-33.6971,-53.4616,40.77,86,11,8.05,few clouds
340,Port-Gentil,GA,-0.7193,8.7815,75.78,86,100,11.5,overcast clouds
341,Tazovskiy,RU,67.4667,78.7,37.4,57,47,17.4,scattered clouds
342,Hastings,GB,50.8552,0.5729,54.52,77,100,7.07,overcast clouds
343,Vardo,NO,70.3705,31.1107,40.98,93,100,2.3,overcast clouds
344,Mahebourg,MU,-20.4081,57.7,73.69,68,40,16.11,scattered clouds
