City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
189,Half Moon Bay,US,69.71,haze,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
190,Biak,ID,83.34,overcast clouds,-0.9131,122.8766,Penginapan Kim
191,Jiayuguan,CN,75.06,scattered clouds,39.8167,98.3,Jiugang Hotel - Jiayuguan
192,Nisia Floresta,BR,79.18,light rain,-6.0911,-35.2086,Rancho Crepusculo
193,Lebu,CL,43.65,clear sky,-37.6167,-73.65,Hostal Las Lilas
194,Freeport,US,80.58,clear sky,40.6576,-73.5832,The Freeport Inn and Marina
195,Barre,US,74.73,overcast clouds,44.197,-72.5021,Hollow Inn & Motel
196,Floriano,BR,77.95,broken clouds,-6.7669,-43.0225,Hotel Maktub
197,Bengkulu,ID,81.34,moderate rain,-3.8004,102.2655,Grage Hotel Bengkulu
198,Kavieng,PG,84.7,overcast clouds,-2.5744,150.7967,Nusa Island Retreat
199,Port Hardy,CA,55.58,broken clouds,50.6996,-127.4199,Airport Inn-Port Hardy
200,Yorosso,ML,78.15,overcast clouds,12.3536,-4.7761,Maison d'arrêt et de correction de Yoro
201,Comodoro Rivadavia,AR,46.26,broken clouds,-45.8667,-67.5,Austral Hotel
202,Port Lincoln,AU,56.48,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
205,Anchorage,US,74.28,clear sky,61.2181,-149.9003,Hotel Captain Cook
207,Avarua,CK,73.45,broken clouds,-21.2078,-159.775,Paradise Inn
208,Tura,IN,78.58,broken clouds,25.5198,90.2201,Hotel RIKMAN Continental
209,Tautira,PF,79.12,scattered clouds,-17.7333,-149.15,Pension Oaoa
210,Hualmay,PE,62.11,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
211,El Cairo,CO,58.35,overcast clouds,4.7591,-76.2223,Posada Villa Salomé
212,Qaqortoq,GL,38.52,overcast clouds,60.7167,-46.0333,Siniffik Inn
214,Ribeira Grande,PT,60.3,broken clouds,38.5167,-28.7,Quinta da Meia Eira
215,Tambopata,PE,75.88,overcast clouds,-12.7333,-69.1833,Enashawa Lodge
216,Hobyo,SO,78.12,clear sky,5.3505,48.5268,Iftin hotel hobyo
217,San Cristobal,VE,75.38,scattered clouds,7.7669,-72.225,Pirineos
220,Monaragala,LK,77.85,overcast clouds,6.8714,81.3487,Silanrich Hotel
221,Morondava,MG,68.34,clear sky,-20.2833,44.2833,La Case Bambou
222,Saint-Pierre,RE,69.91,overcast clouds,-21.3393,55.4781,Alize Plage
223,Dawlatabad,AF,70.86,clear sky,36.4141,64.9053,WASIM ASGAR KHAN
224,Ambon,ID,84.34,few clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
225,Haines Junction,CA,71.55,clear sky,60.7522,-137.5108,Parkside Inn
226,Constitucion,CL,43.92,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
228,Marsh Harbour,BS,78.39,moderate rain,26.5412,-77.0636,Abaco Beach Resort
229,Nikolskoye,RU,57.79,broken clouds,59.7035,30.7861,Tourist House - Sablino
230,Cabanas,CU,77.32,overcast clouds,22.9758,-82.9219,Villa Luis Montesino y Anabel
231,Nanortalik,GL,37.24,overcast clouds,60.1432,-45.2371,Hotel Kap Farvel
232,Nouadhibou,MR,69.78,clear sky,20.931,-17.0347,El Medina
233,Pomabamba,PE,48.16,scattered clouds,-8.8333,-77.4667,VIVIENDA - ELSA CABELLO
234,Moradabad,IN,93.74,clear sky,28.8333,78.7833,SPOT ON 37757 Hotel Paradise
235,Turan,VN,87.78,few clouds,16.0678,108.2208,Grand Mercure Danang
237,Huarmey,PE,62.85,scattered clouds,-10.0681,-78.1522,Hotel Miramar
238,Tornio,FI,53.62,overcast clouds,65.8481,24.1466,Park Hotel Tornio
239,Ponta Do Sol,PT,62.71,broken clouds,32.6667,-17.1,Hotel do Campo
240,Batemans Bay,AU,56.1,few clouds,-35.7167,150.1833,Batemans Bay Marina Resort
241,Cadillac,US,77.09,clear sky,44.2519,-85.4012,"Holiday Inn Express & Suites Cadillac, an IHG Hotel"
242,Sambava,MG,72.48,broken clouds,-14.2667,50.1667,Melrose
243,Baruun-Urt,MN,60.64,clear sky,46.6806,113.2792,Ахмадын амралт сувилал
244,Kargopol,RU,50.58,clear sky,61.5071,38.9456,Moroshka Inn
245,Erenhot,CN,63.25,overcast clouds,43.6475,111.9767,Erenhot Rurouni Youth Hostel
246,Skovorodino,RU,52.25,light rain,53.9833,123.9167,Amur
247,Wanaka,NZ,57.72,broken clouds,-44.7,169.15,Wanaka Homestead Lodge and Cottages
248,Samarai,PG,81.77,overcast clouds,-10.6167,150.6667,Nuli Sapi
249,Alofi,NU,82.29,broken clouds,-19.0595,-169.9187,Taloa Heights
250,Kapoeta,SS,70.45,light rain,4.7717,33.5903,Eastgate Hotel
251,Ilo,PE,63.46,overcast clouds,-17.6394,-71.3375,Torreblanca Hotel
252,Vao,NC,76.59,scattered clouds,-22.6667,167.4833,Hotel Kou-Bugny
253,Kainantu,PG,72.68,overcast clouds,-6.2887,145.8655,Sylvester buku
254,Maloy,NO,48.72,overcast clouds,61.9353,5.1136,Torget Hotell
255,Hervey Bay,AU,66.02,overcast clouds,-25.2986,152.8535,Shelly Bay Resort
256,Narrabri,AU,56.52,broken clouds,-30.3167,149.7833,Crossroads Hotel
257,Lata,PT,63.07,broken clouds,40.1629,-8.3327,Casa Maquia
258,The Pas,CA,50.02,overcast clouds,53.8251,-101.2541,Wescana Inn
259,Monrovia,LR,77.94,moderate rain,6.3005,-10.7969,Sunset Inn
260,Palmer,US,76.55,broken clouds,42.1584,-72.3287,Wedgewood Motel
262,Dunedin,NZ,59.81,clear sky,-45.8742,170.5036,Scenic Hotel Southern Cross
263,Nemuro,JP,43.79,overcast clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
265,Bandarbeyla,SO,80.08,overcast clouds,9.4942,50.8122,JABIR HOTEL
266,Langerwehe,DE,52.16,overcast clouds,50.8167,6.35,Olympia Hotel & Restaurant
268,Aklavik,CA,36.72,overcast clouds,68.2191,-135.0107,Aklavik Inn
269,Ancud,CL,41.04,overcast clouds,-41.8697,-73.8203,Hotel Arena Gruesa
270,Pevek,RU,34.84,overcast clouds,69.7008,170.3133,Severnoye Zoloto
272,Keti Bandar,PK,82.17,scattered clouds,24.1447,67.4497,Haji laloo memon house
273,San Patricio,US,82.83,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
274,Afua,BR,74.16,broken clouds,-0.1567,-50.3867,Hotel Dias
275,Gat,IL,75.4,clear sky,31.61,34.7642,OlusHome
276,Carbonear,CA,57.04,overcast clouds,47.7332,-53.2148,Merchant's Manor
277,Kuching,MY,84.42,few clouds,1.55,110.3333,Hilton Kuching
278,Cowra,AU,49.77,broken clouds,-33.8333,148.6833,Cowra Motor Inn
279,Fairlie,GB,48.11,overcast clouds,55.756,-4.8556,Brisbane House Hotel
280,Moree,AU,59.61,scattered clouds,-29.4667,149.85,Molika Springs Motel
281,Ullapool,GB,46.35,overcast clouds,57.8987,-5.1604,Argyll Hotel
282,New Norfolk,AU,47.91,light rain,-42.7826,147.0587,The Shingles Riverside Cottages
283,Esmeraldas,BR,67.24,clear sky,-19.7625,-44.3139,Forasteiro Pousada
284,Clarence Town,AU,63.61,clear sky,-32.5833,151.7833,River Downs Cottage
285,Englewood,US,62.1,overcast clouds,39.6478,-104.9878,InTown Suites Extended Stay Denver CO - Englewood
286,Hermiston,US,61.45,overcast clouds,45.8404,-119.2895,Oxford Suites Hermiston
287,Atar,MR,87.67,broken clouds,20.5169,-13.0499,Oumou Elghoura
288,Ust-Nera,RU,52.84,overcast clouds,64.5667,143.2,Hotel Ust-Nera
289,Hunucma,MX,82.49,overcast clouds,21.0167,-89.8667,Casa de Maribel Pamplona Poot
291,Uyemskiy,RU,50.05,few clouds,64.4743,40.8524,Turkompleks Malyye Karely
292,Sinnamary,GF,77.97,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
293,Praia Da Vitoria,PT,59.25,scattered clouds,38.7333,-27.0667,Hotel Branco I
294,Ybycui,PY,47.57,overcast clouds,-26.0167,-57.05,Villa América
295,Shache,CN,71.71,broken clouds,38.4167,77.2406,Delong Hotel
296,Lorengau,PG,81.84,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
297,Xam Nua,LA,71.96,light rain,20.4197,104.0439,Xee Wang Guesthouse
298,Concordia,AR,36.79,broken clouds,-31.393,-58.0209,Palmar Hotel Casino
299,Worland,US,48.88,overcast clouds,44.0169,-107.9554,Town House Motor Inn
300,Port Hedland,AU,60.85,overcast clouds,-20.3167,118.5667,The Esplanade Hotel
301,Hooglede,BE,49.98,overcast clouds,50.9901,3.086,Hotel Chamdor
302,Asosa,ET,63.0,broken clouds,10.0667,34.5333,Blendana Hotel Assosa
303,Gizo,SB,83.68,scattered clouds,-8.103,156.8419,Imagination Island
304,Margate,GB,49.69,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
305,Champasak,LA,81.48,broken clouds,14.75,106.0,Kiat Ngong Wetland BUNGALOW
306,Longyearbyen,SJ,40.84,scattered clouds,78.2186,15.6401,"Radisson Blu Polar Hotel, Spitsbergen"
307,Barcelona,ES,67.64,clear sky,41.3888,2.159,Axel Hotel Barcelona
308,West Wendover,US,56.41,overcast clouds,40.7391,-114.0733,"Motel 6 Wendover, UT"
309,Port Augusta,AU,60.22,few clouds,-32.5,137.7667,Majestic Oasis Apartments
310,Rybnoye,RU,54.39,light rain,54.7256,39.5119,"Cafe-motel ""Sail"""
311,Shimoda,JP,64.76,light rain,34.6667,138.95,Shimoda Tokyu Hotel
312,Tual,ID,82.9,light rain,-5.6667,132.75,Grand Vilia Hotel
313,Linjiang,CN,65.66,broken clouds,41.8069,126.9078,格林豪泰
314,Manoel Urbano,BR,77.45,overcast clouds,-8.8389,-69.2597,Baixada Beira Rio
315,Bitung,ID,90.45,broken clouds,1.4451,125.1824,K2 Lembeh
316,Iwaki,JP,61.41,overcast clouds,37.05,140.8833,Toyoko Inn Iwaki Ekimae
317,La Ronge,CA,57.45,broken clouds,55.1001,-105.2842,Northland Motor Hotel
318,Vacha,RU,50.68,overcast clouds,55.8008,42.7706,Dom Druga
319,Ilhabela,BR,71.31,moderate rain,-23.7781,-45.3581,Ilha Flat Hotel
320,De-Kastri,RU,52.36,overcast clouds,51.4667,140.7833,Somon Hotel
321,Along,IN,80.78,few clouds,28.1667,94.7667,Hotel West
322,Namatanai,PG,83.8,light rain,-3.6667,152.4333,Seagulls Inn Namatani
324,Balabac,PH,85.64,broken clouds,7.9868,117.0645,Batalla’s Lodging House
325,Yeniseysk,RU,55.94,scattered clouds,58.4497,92.1703,"""Domino"""
326,Menongue,AO,51.28,clear sky,-14.6585,17.691,Ritz Lauca
327,Xining,CN,62.64,broken clouds,36.6167,101.7667,Super Leisure Hotel
329,Pisco,PE,62.65,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
330,Bartlesville,US,82.35,clear sky,36.7473,-95.9808,Hilton Garden Inn Bartlesville
331,Dakoro,NE,85.64,clear sky,14.5106,6.765,Shagon mai liverpool
333,Mayo,US,81.01,clear sky,38.8876,-76.5119,Resorts Resource Group International
334,Valparaiso,CL,50.47,clear sky,-33.0393,-71.6273,Hotel Ultramar
335,Timra,SE,47.88,overcast clouds,62.487,17.3257,Bergefors park
336,Quelimane,MZ,67.95,clear sky,-17.8786,36.8883,Hotel Flamingo
337,Talcher,IN,93.54,overcast clouds,20.95,85.2167,Hotel Green Park
339,Chuy,UY,40.77,few clouds,-33.6971,-53.4616,Nuevo Hotel Plaza
340,Port-Gentil,GA,75.78,overcast clouds,-0.7193,8.7815,Fengshui Residence
341,Tazovskiy,RU,37.4,scattered clouds,67.4667,78.7,TazHostel
342,Hastings,GB,54.52,overcast clouds,50.8552,0.5729,Zanzibar Hotel
343,Vardo,NO,40.98,overcast clouds,70.3705,31.1107,Vardø Hotel AS
344,Mahebourg,MU,73.69,scattered clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
345,Lamas,PE,68.47,broken clouds,-6.4167,-76.5333,Peru Selva Tarapoto Lamas Linda
346,Mecca,SA,86.4,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
347,Mamallapuram,IN,86.05,overcast clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
348,Abu Kamal,SY,81.75,clear sky,34.4506,40.9171,البوكمال
349,Joshimath,IN,67.89,clear sky,30.5667,79.5667,Shivalik Camps & Resort
350,Payakumbuh,ID,81.18,overcast clouds,-0.2202,100.6308,Dalimo Homestay
351,Palu,ID,89.24,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
353,Le Portel,FR,49.69,overcast clouds,50.7056,1.5757,ibis Boulogne-sur-Mer Centre Les Ports
354,Vega De Alatorre,MX,82.78,overcast clouds,20.0333,-96.6333,Hotel D Luxe
355,Mildura,AU,55.36,light rain,-34.2,142.15,Mercure Hotel Mildura
